library_name,toy_name,toy_type,age_group_labels,request_number,damage_description,status,damage_created_on
Indore Hub,The Little Farmer Farm Set | Vegetable Counting & Sorting Education | Activity Pull Along Toy,Toy,1-3 years | 3-5 years,RQ53993,"2 vegetables are missing
1 small pouch is missing",PENDING,2026-03-13T19:47:27.067
Indore Hub,Magnetic Funny Creations,Toy,3-5 years | 5-8 years,RQ53992,"1 red small stick is missing 
2 balls are missing ",PENDING,2026-03-13T19:46:04.413
Indore Hub,PepPlay Doodle Placemats Set – Prehistoric series,Toy,3-5 years | 5-8 years,RQ53991,Pen is damaged,PENDING,2026-03-13T19:45:19.948
Indore Hub,Jungle Tumble - Wooden stacking game,Toy,3-5 years,RQ53990,1 light green is missing ,PENDING,2026-03-13T19:43:38.416
Indore Hub,Wooden Spinning Drum,Toy,0-1 years | 1-3 years,RQ53989,1 pouch is missing ,PENDING,2026-03-13T19:42:37.163
Indore Hub,Stacking Animal,Toy,1-3 years | 3-5 years,RQ53988,1 pouch is missing,PENDING,2026-03-13T19:42:14.484
Indore Hub,Touch and Feel In the Ocean,Books,0-1 years,RQ53987,1 pouch is missing,PENDING,2026-03-13T19:41:45.886
Indore Hub,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ53986,1 piece is missing,PENDING,2026-03-13T19:40:01.875
Indore Hub,Jumping Melodies Keyboard,Toy,0-1 years | 1-3 years,RQ53985,1 pouch missing,PENDING,2026-03-13T19:38:04.565
Indore Hub,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ53984,1 pouch missing,PENDING,2026-03-13T19:36:25.196
Indore Hub,COSMOS CREATIVE,Toy,5-8 years | 8-12 years,RQ53983,1 small pouch,PENDING,2026-03-13T19:35:33.777
Indore Hub,Search and Find Megapack,Toy,3-5 years | 5-8 years,RQ53982,1 cloth is missing,PENDING,2026-03-13T19:33:16.908
Yogita's Toy Library,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ53981,Balls and squares missing ,PENDING,2026-03-13T19:32:46.611
Yogita's Toy Library,Premium Wooden Junior Doctor Set,Toy,3-5 years | 5-8 years,RQ53980,Peices missing ,PENDING,2026-03-13T19:29:15.291
Yogita's Toy Library,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ53979,Box and vehicle missing ,PENDING,2026-03-13T18:46:53.366
Ahmedabad HUB,Standing Basket Ball Set,Toy,3-5 years | 5-8 years,RQ53973,ball missing ,PENDING,2026-03-13T18:02:07.262
Yogita's Toy Library,Wooden Bread Pop-up Toaster Toy,Toy,1-3 years | 3-5 years,RQ53972,Peices missing ,PENDING,2026-03-13T17:55:18.142
Ahmedabad HUB,Premium Wooden Junior Physician Set,Toy,3-5 years | 5-8 years,RQ53971,Part missing ,PENDING,2026-03-13T17:49:40.205
Ahmedabad HUB,Ice Cream,Toy,3-5 years | 5-8 years,RQ53970,Scoup missing ,PENDING,2026-03-13T17:46:19.611
Ahmedabad HUB,Wooden Ice Cream Magnetic Toy Set,Toy,1-3 years | 3-5 years,RQ53969,Part missing ,PENDING,2026-03-13T17:40:05.107
Yogita's Toy Library,GAME OF LIFE FS CLASSIC,Toy,5-8 years | 8-12 years,RQ53968,Board torn,PENDING,2026-03-13T17:34:38.54
Jatin Munvar,PEPPLAY DOUGH ART KIT - NATURE,Toy,3-5 years | 5-8 years,RQ53967,Pieces missing ,PENDING,2026-03-13T17:16:27.465
Bangalore - Varthur Hub,33-Piece Wooden Tool Kit Set with Tool Box,Toy,1-3 years | 3-5 years,RQ53966,items missing ,PENDING,2026-03-13T17:13:49.86
Gurgaon Hub,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ53964,pieces missing,PENDING,2026-03-13T16:28:53.517
Gurgaon Hub,Geltiles Everest 40 Pcs Set of Magnetic Tiles with Storage Box,Toy,3-5 years | 5-8 years,RQ53963,pieces missing,PENDING,2026-03-13T16:28:20.626
Suman Jain,MUSICAL BUS,Toy,0-1 years | 1-3 years,RQ53962,Damage ,PENDING,2026-03-13T16:20:00.428
Delhi HUB,Magnetic Block 38,Toy,3-5 years | 5-8 years,RQ53961,Piece missing,PENDING,2026-03-13T16:15:30.089
Bangalore - Varthur Hub,Ready to Spell,Toy,3-5 years | 5-8 years,RQ53960,items missing ,PENDING,2026-03-13T16:04:29.383
Pune Hub,TOYZONE NE RESCUE SQUADLIFT,Toy,3-5 years | 5-8 years,RQ53959,Damage ,PENDING,2026-03-13T16:01:58.486
Bangalore - Varthur Hub,Box of Blocks 250 with plates,Toy,3-5 years | 5-8 years,RQ53958,itemas msiisng ,PENDING,2026-03-13T15:59:57.216
Andheri Hub - Mumbai,3 IN 1 Deluxe Playgym-9949300,Toy,0-1 years | 1-3 years,RQ53957,Toys nd holding missing ,PENDING,2026-03-13T15:54:20.266
Suman Jain,CONNECT 4,Toy,5-8 years | 8-12 years,RQ53955,"Damage 
",PENDING,2026-03-13T15:47:33.539
Hyderabad Hub,MUSICAL BUS,Toy,0-1 years | 1-3 years,RQ53954,this toy missing hamar,PENDING,2026-03-13T15:46:00.395
Pune Hub,Standing Basket Ball Set,Toy,3-5 years | 5-8 years,RQ53953,Ball not received ,PENDING,2026-03-13T15:44:11.064
Andheri Hub - Mumbai,Doctor Set Trolley Big Premium,Toy,3-5 years | 5-8 years,RQ53951,Missing parts ,PENDING,2026-03-13T15:31:00.134
Pune Hub,Cubes and Bricks,Toy,1-3 years | 3-5 years,RQ53949,12 pic missing ,PENDING,2026-03-13T15:16:50.861
Pune Hub,Blix car-1,Toy,5-8 years | 8-12 years,RQ53948,Car not received ,PENDING,2026-03-13T15:11:42.722
Pune Hub,Clap Fun-o Shapes,Toy,1-3 years | 3-5 years,RQ53947,Dive missing ,PENDING,2026-03-13T15:07:51.129
Pune Hub,Touch & Feel Pets,Books,0-1 years | 1-3 years,RQ53946,Damage ,PENDING,2026-03-13T15:04:43.322
Andheri Hub - Mumbai,Sakara 66 DIY Dark,Toy,3-5 years | 5-8 years,RQ53945,Pieces missing ,PENDING,2026-03-13T14:53:41.396
Andheri Hub - Mumbai,Wooden Shape and Number House Toy,Toy,1-3 years | 3-5 years,RQ53944,Number's missing ,PENDING,2026-03-13T14:50:38.246
Hyderabad Hub,Montessori Spark switch busy board V1,Toy,1-3 years | 3-5 years,RQ53943,this toy not woorking,PENDING,2026-03-13T14:47:42.947
Pune Hub,Brain Booster : Type 1 (Big),Toy,5-8 years | 8-12 years,RQ53942,Product damage ,PENDING,2026-03-13T14:46:46.978
Hyderabad Hub,Weigh N Play Elephant,Toy,5-8 years,RQ53941,sugar stick missing,PENDING,2026-03-13T14:46:32.918
Andheri Hub - Mumbai,365 Nature Stories,Books,3-5 years | 5-8 years,RQ53940,Damage ,PENDING,2026-03-13T14:43:29.027
Gurgaon Hub,Pull Along Caterpillar,Toy,0-1 years | 1-3 years,RQ53937,2 ball missing,PENDING,2026-03-13T14:38:52.196
Hyderabad Hub,Pull Along Animal Tractor | Animal Building Blocks | Puzzle,Toy,0-1 years | 1-3 years,RQ53935,this toy missing,PENDING,2026-03-13T14:19:36.788
Hyderabad Hub,Dinosaur Drop 'N Pop,Toy,0-1 years | 1-3 years,RQ53933,this toy missing balls,PENDING,2026-03-13T14:16:36.284
Hyderabad Hub,Super Sentence,Toy,5-8 years | 8-12 years,RQ53932,this toy missing timer,PENDING,2026-03-13T14:14:43.967
Hyderabad Hub,Disney - My First 1000 Words,Books,1-3 years | 3-5 years,RQ53931,this toy damage,PENDING,2026-03-13T14:10:18.911
Suman Jain,Wooden Little Learner Activity Triangle,Toy,3-5 years | 5-8 years,RQ53929,Broken ,PENDING,2026-03-13T14:04:19.913
Yogita's Toy Library,Funny Money - Cashier,Toy,3-5 years | 5-8 years,RQ53923,Damge and pieces missing ,PENDING,2026-03-13T12:10:36.633
Andheri Hub - Mumbai,Down the Devil Moz Table Top Game,Toy,3-5 years | 5-8 years,RQ53922,Coin missing parts ,PENDING,2026-03-13T12:05:16.974
Ahmedabad HUB,Insects Puzzle,Toy,1-3 years | 3-5 years,RQ53920,Part missing ,PENDING,2026-03-13T11:55:21.077
Andheri Hub - Mumbai,Human Body | Internal Organs Wooden Puzzle,Toy,1-3 years | 3-5 years,RQ53919,Body parts missing ,PENDING,2026-03-13T11:50:12.343
Suman Jain,Happy Duck Track Set,Toy,1-3 years | 3-5 years,RQ53917,"3 duke, found 1",PENDING,2026-03-13T11:17:14.146
Yogita's Toy Library,F1 Rider,Big,3-5 years | 5-8 years | 8-12 years,RQ53915,Wheel damaged ,PENDING,2026-03-13T10:20:27.29
Suman Jain,NE KOP DW ROLE ON PLAY SMALL  DOCTOR SET,Toy,3-5 years | 5-8 years,RQ53912,Pec missing ,PENDING,2026-03-13T10:01:05.791
Andheri Hub - Mumbai,Wooden Bread Pop-up Toaster Toy,Toy,1-3 years | 3-5 years,RQ53906,Toster missing ,PENDING,2026-03-13T08:11:11.267
Andheri Hub - Mumbai,Big Kitchen Set Trolley,Toy,3-5 years | 5-8 years,RQ53905,Parts missing ,PENDING,2026-03-13T08:10:35.336
Andheri Hub - Mumbai,Doctor Set Trolley Big Premium,Toy,3-5 years | 5-8 years,RQ53904,Missing parts ,PENDING,2026-03-13T08:08:27.005
Delhi HUB,Dog & the Bone,Toy,5-8 years | 8-12 years,RQ53893,"4 bones missing 
2 dog missing ",PENDING,2026-03-12T18:57:12.182
Ahmedabad HUB,Big Kitchen Set Trolley,Toy,3-5 years | 5-8 years,RQ53892,Damaged : EF-1552811663,PENDING,2026-03-12T18:55:40.912
Bangalore - Varthur Hub,Why Connect,Toy,5-8 years | 8-12 years,RQ53890,ITEMS MSIING ,PENDING,2026-03-12T18:06:37.347
Bangalore - Varthur Hub,Ramayan- The Great Indian Epic Activity Mat,Toy,5-8 years | 8-12 years,RQ53889,ITEMS MISSING STORY BOOK ,PENDING,2026-03-12T18:04:32.623
Suman Jain,365 Nature Stories,Books,3-5 years | 5-8 years,RQ53888,Damage ,PENDING,2026-03-12T17:58:41.421
Bangalore - Varthur Hub,Color Sorting Toy,Toy,0-1 years | 1-3 years,RQ53887,ITEMS MISSING,PENDING,2026-03-12T17:58:27.88
the EleFant Play Arena - Noida,GeLCubes – Magnetic Cubes 60 pcs,Toy,3-5 years | 5-8 years,RQ53886,10 CUBES MISSING,PENDING,2026-03-12T17:50:55.632
Ahmedabad HUB,Stacking Pots,Toy,0-1 years | 1-3 years,RQ53885,parat misig ,PENDING,2026-03-12T17:40:58.124
Ahmedabad HUB,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ53883,miisg ,PENDING,2026-03-12T17:27:23.859
Ahmedabad HUB,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ53881,parat misig ,PENDING,2026-03-12T17:23:11.433
Ahmedabad HUB,Magnetic Robo Blocks,Toy,1-3 years | 3-5 years,RQ53880,Damaged found,PENDING,2026-03-12T17:22:38.623
Hyderabad Hub,Magnetic tile - 28 pcs,Toy,3-5 years,RQ53879,pieces missing,PENDING,2026-03-12T16:56:37.648
Hyderabad Hub,Happy Duck Track Set,Toy,1-3 years | 3-5 years,RQ53878,damage,PENDING,2026-03-12T16:56:07.796
Hyderabad Hub,Moo Town Detective,Toy,5-8 years | 8-12 years,RQ53877,Magnifying glass missing,PENDING,2026-03-12T16:55:11.473
Hyderabad Hub,Stack a Cake,Toy,3-5 years | 5-8 years,RQ53876,damage,PENDING,2026-03-12T16:51:52.476
Hyderabad Hub,Wooden Ice Cream Magnetic Toy Set,Toy,1-3 years | 3-5 years,RQ53875,pieces missing,PENDING,2026-03-12T16:50:55.687
Hyderabad Hub,Tool Box,Toy,3-5 years | 5-8 years,RQ53874,damage,PENDING,2026-03-12T16:50:10.073
Hyderabad Hub,Magnetic Funny Creations,Toy,3-5 years | 5-8 years,RQ53873,pieces missing,PENDING,2026-03-12T16:49:15.508
Yogita's Toy Library,Peg the number,Toy,3-5 years | 5-8 years,RQ53872,Pieces and chalk pieces missing ,PENDING,2026-03-12T16:40:08.577
Yogita's Toy Library,Fun Fair game,Toy,5-8 years | 8-12 years,RQ53871,ITEMS MISSING ,PENDING,2026-03-12T16:30:18.004
the EleFant Play Arena - Noida,Ambulance,Big,1-3 years | 3-5 years,RQ53864,5 pics missing,PENDING,2026-03-12T15:39:01.079
the EleFant Play Arena - Noida,Countries Currency Sudoku,Toy,5-8 years | 8-12 years,RQ53863,blocks missing,PENDING,2026-03-12T15:35:47.375
Pune Hub,Mechanix plastics planes,Toy,5-8 years | 8-12 years,RQ53862,Damaged,PENDING,2026-03-12T15:31:36.254
Pune Hub,Junior Abacus,Toy,3-5 years | 5-8 years,RQ53860,Products missing,PENDING,2026-03-12T15:28:05.229
Pune Hub,Playshifu Learning Cards -  Champs,Toy,1-3 years | 3-5 years,RQ53857,Card Missing ,PENDING,2026-03-12T14:50:28.994
Pune Hub,The Game of Leap & Tumbles,Toy,3-5 years | 5-8 years,RQ53856,Damage ,PENDING,2026-03-12T14:40:22.399
Pune Hub,Box of Blocks 250 with plates,Toy,3-5 years | 5-8 years,RQ53854,Products missing ,PENDING,2026-03-12T14:34:47.14
Ahmedabad HUB,City Traffic Beaded Building Block,Toy,1-3 years | 3-5 years,RQ53852,miisg ,PENDING,2026-03-12T13:24:44.011
Ahmedabad HUB,Classic Ball Slider,Toy,0-1 years | 1-3 years,RQ53847,parat misig ,PENDING,2026-03-12T12:16:15.67
Andheri Hub - Mumbai,Super Doctor Play Set,Toy,1-3 years | 3-5 years,RQ53846,Injection sheet nd  stethoscope missing ,PENDING,2026-03-12T11:56:35.865
Yogita's Toy Library,Musical Snail,Toy,0-1 years | 1-3 years,RQ53845,Damge and stick missing ,PENDING,2026-03-12T11:52:59.592
Andheri Hub - Mumbai,Air Carrom Big,Big,3-5 years | 5-8 years | 8-12 years,RQ53844,Coin nd 1 stand missing ,PENDING,2026-03-12T11:45:33.193
Suman Jain,NE SS OP MY FIRST TRAIN,Toy,1-3 years | 3-5 years,RQ53842,Pec missing ,PENDING,2026-03-12T10:12:04.209
Gurgaon Hub,Slide Senior,Big,3-5 years | 5-8 years,RQ53841,1 bolt missing,PENDING,2026-03-12T09:56:25.067
Andheri Hub - Mumbai,Castle swing,Big,1-3 years | 3-5 years,RQ53839,Belt missing ,PENDING,2026-03-12T09:55:02.348
Gurgaon Hub,Tacto Chess,Toy,5-8 years | 8-12 years,RQ53838,1 piece missing,PENDING,2026-03-12T09:52:54.495
Yogita's Toy Library,Sports Car,Big,1-3 years | 3-5 years | 5-8 years,RQ53837,Remote missing ,PENDING,2026-03-12T09:50:39.659
Andheri Hub - Mumbai,Ranger Scooter,Big,3-5 years | 5-8 years | 8-12 years,RQ53835,Parts missing ,PENDING,2026-03-12T09:38:42.487
Yogita's Toy Library,Shap Sorter Tower (1498),Toy,3-5 years | 5-8 years,RQ53834,Ball missing ,PENDING,2026-03-12T09:24:49.847
Yogita's Toy Library,Magnetic Robo Blocks,Toy,1-3 years | 3-5 years,RQ53832,Peices missing ,PENDING,2026-03-12T09:22:03.311
Suman Jain,Beware of the Shark,Toy,5-8 years | 8-12 years,RQ53831,Fish 4 found 2 ,PENDING,2026-03-12T08:50:59.893
Yogita's Toy Library,PEPPLAY DOUGH ART KIT - NATURE,Toy,3-5 years | 5-8 years,RQ53830,"Dough, clay missing ",PENDING,2026-03-12T08:44:46.506
Suman Jain,CUBE CHALLENGER,Toy,5-8 years | 8-12 years,RQ53829,"54 cads found 54 
1 Rubik's damage ",PENDING,2026-03-12T08:44:30.117
Andheri Hub - Mumbai,NE ELC  BUILD AND PLAY HELICOPTER,Toy,1-3 years | 3-5 years,RQ53828,Missing driver ,PENDING,2026-03-12T08:27:34.106
Andheri Hub - Mumbai,Games Equipment Matching,Toy,1-3 years | 3-5 years,RQ53827,Pieces missing 6 ,PENDING,2026-03-12T08:18:53.233
Suman Jain,EDU BEATS - THE ELECTRONIC DRUM,Toy,0-1 years | 1-3 years,RQ53825,Damage ,PENDING,2026-03-12T08:15:06.245
Andheri Hub - Mumbai,Musical Snail,Toy,0-1 years | 1-3 years,RQ53822,Damage ,PENDING,2026-03-12T07:55:29.743
Andheri Hub - Mumbai,Bath Blocks,Toy,0-1 years | 1-3 years,RQ53821,3 missing piece ,PENDING,2026-03-12T07:49:37.625
Andheri Hub - Mumbai,Mermaid Underwater - 41 pieces,Toy,3-5 years | 5-8 years,RQ53820,3 pieces missing ,PENDING,2026-03-12T07:33:33.934
Hyderabad Hub,NE TZ PULL ALONG DINO WT SHAPE SORTER,Toy,0-1 years | 1-3 years,RQ53813,Damage,PENDING,2026-03-11T20:17:28.352
Hyderabad Hub,Sinking Stones,Toy,5-8 years | 8-12 years,RQ53812,Pieces missing,PENDING,2026-03-11T20:16:31.282
Hyderabad Hub,Down the Devil Moz Table Top Game,Toy,3-5 years | 5-8 years,RQ53811,Pieces missing,PENDING,2026-03-11T20:15:18.772
Hyderabad Hub,Mushroom Ride-on,Big,1-3 years | 3-5 years,RQ53810,Wheel cap missing,PENDING,2026-03-11T20:13:58.027
Vansh Agarwal,Amazing Outer Space Solar System 60 Pieces Jigsaw Floor Puzzle with 4 Double Sided Flashcards,Toy,3-5 years | 5-8 years,RQ53809,Pieces missing,PENDING,2026-03-11T20:12:47.953
Hyderabad Hub,Super Doctor Play Set,Toy,1-3 years | 3-5 years,RQ53808,Tonic bottle missing,PENDING,2026-03-11T20:12:08.444
Vansh Agarwal,Complete Kitchen Set,Toy,1-3 years | 3-5 years,RQ53807,Pieces missing,PENDING,2026-03-11T20:10:52.408
Vansh Agarwal,Square Stacker,Toy,1-3 years,RQ53806,Piece missing,PENDING,2026-03-11T20:10:08.501
Vansh Agarwal,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ53805,Pieces missing,PENDING,2026-03-11T20:09:08.105
Hyderabad Hub,Magnetic tile - 28 pcs,Toy,3-5 years,RQ53804,Pieces missing,PENDING,2026-03-11T20:08:33.415
Hyderabad Hub,COOKING SET (NEW)-9803100,Toy,1-3 years | 3-5 years,RQ53803,Pieces missing,PENDING,2026-03-11T20:07:45.695
Hyderabad Hub,Tumble tree,Toy,3-5 years | 5-8 years,RQ53802,Pieces missing,PENDING,2026-03-11T20:06:47.541
Hyderabad Hub,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ53801,Ballls missing,PENDING,2026-03-11T20:05:28.303
Hyderabad Hub,Pizza Game,Toy,3-5 years | 5-8 years,RQ53800,Pieces missing,PENDING,2026-03-11T20:04:43.991
Hyderabad Hub,Combi Cubes,Toy,3-5 years | 5-8 years,RQ53799,Pieces missing,PENDING,2026-03-11T20:04:06.57
Hyderabad Hub,Floating Bath Buddies,Toy,0-1 years | 1-3 years,RQ53798,Pieces missing,PENDING,2026-03-11T20:03:39.428
Bangalore - Varthur Hub,Brain Booster : Type 1 (Big),Toy,5-8 years | 8-12 years,RQ53797,item missing ,PENDING,2026-03-11T19:53:57.076
Bangalore - Varthur Hub,Object Matching,Toy,1-3 years | 3-5 years,RQ53796,item missing ,PENDING,2026-03-11T19:53:23.022
the EleFant Play Arena - Noida,NE 4 IN 1 MY SCHOOL DESK,Big,1-3 years | 3-5 years | 5-8 years,RQ53793,one screw not recieved,PENDING,2026-03-11T18:24:44.037
the EleFant Play Arena - Noida,Thirsty Crow Board Game,Toy,3-5 years | 5-8 years,RQ53792,0ne bird missing,PENDING,2026-03-11T18:21:26.217
Ahmedabad HUB,NE KOP DW ROLE ON PLAY SMALL CHEF SET,Toy,3-5 years | 5-8 years,RQ53790,Part missing ,PENDING,2026-03-11T17:49:34.864
Ahmedabad HUB,Big Kitchen Set Trolley,Toy,3-5 years | 5-8 years,RQ53789,Part missing ,PENDING,2026-03-11T17:47:41.511
Ahmedabad HUB,Stubby 3D Traffic Light Puzzle,Toy,1-3 years | 3-5 years,RQ53787,Part damage ,PENDING,2026-03-11T17:33:01.788
the EleFant Play Arena - Noida,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ53785,2 bolls not recieved,PENDING,2026-03-11T17:29:00.154
Suman Jain,Sequence Classic,Toy,8-12 years,RQ53781,Cads missing ,PENDING,2026-03-11T17:00:27.45
Ahmedabad HUB,2 in 1 Bounce & Smash,Toy,3-5 years | 5-8 years,RQ53780,Damage ,PENDING,2026-03-11T16:56:35.109
Ahmedabad HUB,Dinosaur World (9 Piece),Toy,1-3 years | 3-5 years,RQ53779,Part missing ,PENDING,2026-03-11T16:55:28.007
Ahmedabad HUB,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ53778,Part missing ,PENDING,2026-03-11T16:49:39.929
Ahmedabad HUB,Jazz Drum Set with Stool,Toy,1-3 years | 3-5 years,RQ53776,Part missing ,PENDING,2026-03-11T16:22:45.116
Hyderabad Hub,Super Track Racer - [2058],Toy,0-1 years | 1-3 years,RQ53775,Cars missing,PENDING,2026-03-11T16:17:55.48
Delhi HUB,Betty the Butterfly (Musical),Toy,1-3 years,RQ53774,Broken ,PENDING,2026-03-11T16:13:20.555
Delhi HUB,Doctor Set Trolley Big Premium,Toy,3-5 years | 5-8 years,RQ53773,Missing toys ,PENDING,2026-03-11T16:11:43.27
Ahmedabad HUB,Ball Catcher Set,Toy,3-5 years | 5-8 years,RQ53771,Part missing ,PENDING,2026-03-11T15:57:36.623
Suman Jain,RAINFOREST HEART OF EARTH - GLOW IN THE DARK,Toy,3-5 years | 5-8 years,RQ53770,"72 pec found, 69 ",PENDING,2026-03-11T15:56:34.974
Suman Jain,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ53769,Broken ,PENDING,2026-03-11T15:52:51.509
Ahmedabad HUB,NE 54PCS MAGNET TILES SET,Toy,3-5 years | 5-8 years,RQ53768,11 pic missing ,PENDING,2026-03-11T15:49:39.24
Andheri Hub - Mumbai,Search & Find-Flash Light Magic,Toy,3-5 years | 5-8 years,RQ53767,Ppr flash light 1 duster missing ,PENDING,2026-03-11T15:33:32.932
Pune Hub,Pho-Pho-Phonics card with Interactive Pen,Toy,3-5 years | 5-8 years,RQ53766,Pan not received ,PENDING,2026-03-11T15:13:51.46
Pune Hub,Fun Fair game,Toy,5-8 years | 8-12 years,RQ53765,2 pic missing ,PENDING,2026-03-11T15:04:45.509
Gurgaon Hub,Wooden Fruit Lacing & Threading Set,Toy,0-1 years | 1-3 years,RQ53764,1 piece received,PENDING,2026-03-11T15:03:05.932
Pune Hub,City Traffic Beaded Building Block,Toy,1-3 years | 3-5 years,RQ53763,5 pic missing ,PENDING,2026-03-11T15:01:55.004
Gurgaon Hub,Perplexus Rebel,Toy,5-8 years | 8-12 years,RQ53761,water inside the ball,PENDING,2026-03-11T14:56:26.89
Gurgaon Hub,Cactus Toss A Ring Game,Toy,5-8 years | 8-12 years,RQ53760,Stand missing,PENDING,2026-03-11T14:52:39.188
Pune Hub,Ambulance,Big,1-3 years | 3-5 years,RQ53759,Products Damage ,PENDING,2026-03-11T14:48:04.869
Pune Hub,Wooden City Building Blocks Set (115 Pieces),Toy,3-5 years | 5-8 years,RQ53758,25 pic missing ,PENDING,2026-03-11T14:46:00.099
Pune Hub,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ53757,Products missing ,PENDING,2026-03-11T14:43:20.328
Pune Hub,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ53756,Pic missing ,PENDING,2026-03-11T14:42:35.005
Ahmedabad HUB,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ53755,Ball missing ,PENDING,2026-03-11T14:19:13.975
Andheri Hub - Mumbai,Super Doctor Play Set,Toy,1-3 years | 3-5 years,RQ53754,Stethoscope bag missing ,PENDING,2026-03-11T14:08:16.577
Andheri Hub - Mumbai,2 IN 1 JUNGLE SAFARI,Toy,3-5 years | 5-8 years,RQ53751,2 pieces missing ,PENDING,2026-03-11T13:55:49.678
Ahmedabad HUB,My First Sliding Puzzles：Zoo Animals,Books,3-5 years,RQ53750,Damage ,PENDING,2026-03-11T13:45:18.733
Yogita's Toy Library,NE ELC  BUILD AND PLAY HELICOPTER,Toy,1-3 years | 3-5 years,RQ53749,Fan broken,PENDING,2026-03-11T13:42:58.101
Pune Hub,Funny Money - Cashier,Toy,3-5 years | 5-8 years,RQ53747,Damaged ,PENDING,2026-03-11T13:32:34.806
Suman Jain,Button It right Jr - [4128],Toy,1-3 years | 3-5 years,RQ53746,24 button found 24 ,PENDING,2026-03-11T13:20:02.853
Andheri Hub - Mumbai,Tool Box,Toy,3-5 years | 5-8 years,RQ53742,2 parts missing ,PENDING,2026-03-11T13:03:35.437
Andheri Hub - Mumbai,First Magnetic Puzzles Activity Box : Dinosaurs,Toy,1-3 years | 3-5 years,RQ53741,Missing daino,PENDING,2026-03-11T13:01:17.789
Akansha Sahu,Wooden Dessert Set,Toy,1-3 years | 3-5 years,RQ53740,some pcs are missing,PENDING,2026-03-11T12:58:36.458
Andheri Hub - Mumbai,2-Minute Bedtime Stories,Books,3-5 years,RQ53739,Page damage ,PENDING,2026-03-11T12:58:21.737
Bangalore - Varthur Hub,6-In-1 Live Band,Toy,0-1 years | 1-3 years,RQ53738,damage,PENDING,2026-03-11T12:54:54.879
Vanaja Kulkarni,Super Track Racer - [2058],Toy,0-1 years | 1-3 years,RQ53737,Cars broken and slider damaged,PENDING,2026-03-11T12:54:42.202
Bangalore - Varthur Hub,Baby Music Center,Big,0-1 years | 1-3 years | 3-5 years,RQ53735,not working ,PENDING,2026-03-11T12:54:03.014
Bangalore - Varthur Hub,Sakara 66 DIY Light,Toy,3-5 years | 5-8 years,RQ53734,item missing,PENDING,2026-03-11T12:53:27.682
Akansha Sahu,Wooden Bread Pop-up Toaster Toy,Toy,1-3 years | 3-5 years,RQ53733,some pcs are missing,PENDING,2026-03-11T12:52:03.061
Gurgaon Hub,Doctor Set Trolley Big Premium,Toy,3-5 years | 5-8 years,RQ53732,pieces missing,PENDING,2026-03-11T12:48:37.115
Gurgaon Hub,Doctor Set Trolley Big Premium,Toy,3-5 years | 5-8 years,RQ53731,pieces missing,PENDING,2026-03-11T12:48:16.669
